text,label
万一他误会了我的意思，那该怎么解释才好。,anxiety
万一他误会了我的意思，那该怎么解释才好！,anxiety
万一他误会了我的意思，那该怎么解释才好？,anxiety
万一他误会了我的意思，那该怎么解释才好～,anxiety
万一他误解了我的意思，这段关系该怎么维持？,anxiety
万一在演示的时候电脑死机，那简直是噩梦,anxiety
万一在这个大城市待不下去了，回老家又会被嘲笑，我该何去何从？,anxiety
万一失败了怎么办,anxiety
万一对方不喜欢我的画风怎么办，这种不确定感太煎熬,anxiety
万一对方不喜欢我的画风怎么办，那种不确定感太煎熬了。,anxiety
万一对方不喜欢我的风格怎么办，这种不确定感太煎熬了,anxiety
万一对方不喜欢我的风格怎么办，那种不确定感太煎熬,anxiety
万一对方临时变卦，我之前所有的准备都白费了,anxiety
万一对方并不像我喜欢他那样喜欢我，那我是不是成了全宇宙最大的笑话,anxiety
万一我爱的人其实一点都不在意我，那我这些年的坚持到底算什么？,anxiety
万一我爱的人其实一点都不在意我，那我这些年的坚持算什么？,anxiety
万一我的能力不足以应付接下来的挑战，我该怎么办,anxiety
万一我的选择是错的怎么办？这种纠结和焦虑让我整晚整晚地失眠，好痛苦,anxiety
万一我表现得不好，大家会不会在背后议论我,anxiety
万一我这辈子就这样庸庸碌碌地度过了，那种不甘心真的好折磨人。,anxiety
万一我这辈子就这样庸庸碌碌地度过了，那种不甘心真的好难受。,anxiety
万一我选的专业以后找不到工作怎么办？这种对前途的迷茫感让我整天发愁,anxiety
万一我选的这个行业是个夕阳行业怎么办？这种对前途的焦虑感让我夜夜难安,anxiety
万一我选的这条路是一条不归路怎么办？这种对前途的恐慌感让我夜夜难安,anxiety
万一我选的这条路是一条死胡同怎么办？这种对前途的恐慌感让我夜不能寐,anxiety
万一手术复查结果不好怎么办，这种未知的恐惧，快把我压垮了,anxiety
万一手术结果不理想怎么办，这种对健康的恐惧，快要把我整个人压垮,anxiety
万一明天的体检指标不合格怎么办，这种对未知的恐惧，快要把我压垮了,anxiety
万一明天的体检指标不合格怎么办，这种对衰老的恐惧，快压垮我,anxiety
万一明天的汇报我卡壳了，那真的太丢脸了,anxiety
万一明天的路演依然没人投简历，我真不知道该怎么面对合伙人，手心一直在冒汗,anxiety
万一明天的面试官又是那个出了名的刻薄鬼，我该怎么办，焦虑到爆,anxiety
万一明天迟到了，万一路上堵车，万一电脑坏了……我不敢往下想。,anxiety
万一明天迟到了，万一路上堵车，万一电脑坏了……我不敢往下想。。,anxiety
万一明天迟到了，万一路上堵车，万一电脑坏了……我不敢往下想。，好慌。,anxiety
万一明天迟到了，万一路上堵车，万一电脑坏了……我不敢往下想。，真的。,anxiety
万一明天面试官问到我的职业空白期，我该怎么说才不会显得狼狈？,anxiety
万一明天面试迟到了怎么办？万一老师问的问题我不会呢？,anxiety
万一最后只剩我一个人，我该往哪里走？,anxiety
万一最后只剩我一个人，该怎么收场...,anxiety
万一最后只剩我一个人，该怎么收场？,anxiety
万一没考好，我该怎么交代...,anxiety
万一没考好，我该怎么交代。,anxiety
万一没考好，我该怎么交代！,anxiety
万一没考好，我该怎么交代？,anxiety
万一考不上怎么办,anxiety
万一表现得不好大家会不会在背后议论我，压力大到想吐，焦虑到了极点,anxiety
万一表现得不好大家会不会在背后议论我，这种由于不自信带来的紧绷感，好累,anxiety
万一表现得不好大家会不会笑话我，压力大到想吐，焦虑到了极点,anxiety
万一表现得不好大家会在背后议论我，这种不自信带来的紧绷感，好累,anxiety
万一表现得不好，压力大到想吐,anxiety
万一表现得不好，压力大到想现在就钻地缝回家,anxiety
万一表现得不好，大家会不会在背后议论我,anxiety
万一表现得不好，大家会不会在背后议论我，压力大到想吐,anxiety
万一表现得不好，大家会不会在背后议论我，压力大到想现在就钻地缝回家,anxiety
万一表现得不好，大家会不会在背后议论我，好紧张,anxiety
万一表现得不好，焦虑到想大哭,anxiety
万一被对方看穿了我的心虚，那场面该有多尴尬,anxiety
万一誓言被时间改变，该怎么办...,anxiety
万一誓言被时间改变，该怎么办？,anxiety
万一计划有变，我该如何向大家解释，好头疼,anxiety
万一身体出了什么状况，这个家该怎么办，我不敢深想,anxiety
万一身体出了问题，我根本无法负担医疗费用...,anxiety
万一身体出了问题，我根本无法负担医疗费用。,anxiety
万一这个决定会影响我后面三年的职业生涯怎么办，这种焦虑让我整晚失眠,anxiety
万一这个决定会影响我后面十年的职业生涯怎么办？这种反复纠结真的快把我折磨疯了,anxiety
万一这个决定会让我后悔一辈子怎么办，这种反复纠结快把我折磨疯了，好慌,anxiety
万一这个决定做错了怎么办？万一未来的路更难走怎么办？这种纠结让我整晚失眠,anxiety
万一这个决定做错了怎么办？焦虑得整晚失眠,anxiety
万一这个决定做错了怎么办？焦虑得脑子发热,anxiety
万一这个决定做错了怎么办？这种纠结让我整晚失眠,anxiety
万一这个决定选错了我是不是就彻底失业了，这种对未来的焦虑快要把我逼疯了,anxiety
万一这个决定选错了，我这辈子是不是就毁了，焦虑得要命,anxiety
万一这个跳槽决定选错了，我是不是就彻底失业了，焦虑得要死,anxiety
万一这个项目延期，我真的不知道该怎么交代？,anxiety
万一这件事搞砸了，所有人都会怎么看我？我该怎么面对家人失望的眼神？,anxiety
万一这条短信发错了人，我该怎么办？,anxiety
万一这次体检出什么问题怎么办？我还有这么多想做的事情没做呢。,anxiety
万一这次创业失败了，我所有的积蓄就都没了，真的好害怕。,anxiety
万一这次又失败了，我真的不知道该怎么面对爸妈,anxiety
万一这次又搞砸了怎么办，我已经没有退路了,anxiety
万一这次又搞砸了怎么办，我已经没有退路了。,anxiety
万一这次又搞砸了怎么办，我已经没有退路了，压力大到想哭,anxiety
万一这次又搞砸了怎么办，我已经没有退路了，焦虑到窒息,anxiety
万一这次又搞砸了怎么办，我已经没有退路了，焦虑得失眠,anxiety
万一这次又搞砸了怎么办，我已经没有退路了，焦虑得整晚失眠,anxiety
万一这次又搞砸了怎么办，我已经没有退路了，真的压力好大,anxiety
万一这次又搞砸了怎么办，我已经没有退路了，这种高压感真的让我快窒息了,anxiety
万一这次又搞砸了怎么办，焦虑到窒息,anxiety
万一这次又搞砸了怎么办，焦虑得整晚失眠,anxiety
万一这次又搞砸了，怎么办,anxiety
万一这次又搞砸了，怎么办，我已经没有退路了,anxiety
万一这次又搞砸了，我真的不知道该怎么面对大家的期待了，心跳好快,anxiety
万一这次又搞砸了，焦虑,anxiety
万一这次尝试又失败了，我可能真的没有重来的勇气了,anxiety
万一这次展示表现得一塌糊涂，大家会怎么看我，焦虑到想退缩,anxiety
万一这次手术有风险怎么办？我甚至连遗书都不知道该怎么写。,anxiety
万一这次手术有风险怎么办？我还有很多心愿没有完成呢。,anxiety
万一这次投资又亏了，我就真的倾家荡产了，求求老天保佑吧。,anxiety
万一这次投资又亏了，我就真的倾家荡产了，求求老天保佑我吧。,anxiety
万一这次机会错过了就再也没有了，这种压迫感让我整天心不在焉。,anxiety
万一这次的体检复查结果还是异常，我真不敢想象未来，焦虑到心慌,anxiety
万一这次的入职体检出问题怎么办？这种对健康的强烈不安感让我整天精神恍惚,anxiety
万一这次的入职背调出意外怎么办，这种强烈的焦虑感，让我整天恍惚,anxiety
万一这次的入职背调出意外怎么办，这种强烈的焦虑感，让我整天精神恍惚,anxiety
万一这次的入职背调出意外怎么办，这种焦虑感，让我整天恍惚,anxiety
万一这次的入职背调出意外怎么办？这种对未来的强烈不确定感让我整天精神恍惚,anxiety
万一这次的复查结果还是不如人意，我该怎么开口跟爸妈说，心慌得像是失重一样,anxiety
万一这次的报告还是被老板当众否定，我真不知道怎么面对同事，心跳好快,anxiety
万一这次的报告还是被老板当众否定，我真不知道该怎么面对同事，心跳得好快,anxiety
万一这次的转正述职表现不佳，我这半年的加班就全白费了，好慌,anxiety
万一这次的述职报告没打动老板，我这半年的项目奖金可能就打水漂了，焦虑到失眠,anxiety
万一这次的述职报告没打动老板，我这半年的项目奖金可能就打水漂了，焦虑到整晚失眠,anxiety
万一这次的选择是错误的，我该如何挽回损失,anxiety
万一这次的项目审核还是不过，我真的不知道怎么交代，焦虑得整晚失眠,anxiety
万一这次的项目审核还是过不了，我真不知道怎么交代，焦虑到失眠,anxiety
万一这次的项目审核还是过不了，我真不知道怎么交代，焦虑得整晚失眠,anxiety
万一这次的项目审核还是过不了，我真的不知道该怎么面对大家的期待了，焦虑得整晚整晚失眠,anxiety
万一这次表现得不好大家会不会嘲笑我，这种不安全感，快把我逼疯,anxiety
万一这次面试又挂了，我真的不知道该怎么办...,anxiety
万一这次面试又挂了，我真的不知道该怎么办。,anxiety
万一这次面试又挂了，我真的不知道该怎么办！,anxiety
万一这次面试又挂了，我真的不知道该怎么办？,anxiety
万一这次面试又挂了，我真的不知道该怎么办～,anxiety
万一这次面试又挂了，我真的不知道该怎么面对家人的期待了。,anxiety
万一这次面试又挂了，我真的不知道该怎么面对朋友们的询问了。,anxiety
万一这次面试又没过，我真的不知道下一步该怎么办了。,anxiety
万一这次面试又没过，我真的不知道下一步该怎么办了。...,anxiety
万一这次面试又没过，我真的不知道下一步该怎么办了。。,anxiety
万一这次面试又没过，我真的不知道下一步该怎么办了。，好慌。,anxiety
万一这次项目审核不过，我真的不知道怎么交代，焦虑得整晚失眠,anxiety
万一这辈子再也遇不到真心喜欢我的人了，那种孤独感让我窒息。,anxiety
万一这辈子就只能这样平庸，我真的不甘心...,anxiety
万一这辈子就只能这样平庸，我真的不甘心。,anxiety
万一面试官问到我的职场空白期我该怎么圆，这种对未来的不确定感让我好慌,anxiety
万一面试没过怎么办，压力好大,anxiety
万一面试没过怎么办，急死了,anxiety
万一面试没过怎么办，焦虑,anxiety
万一面试没过怎么办，这已经是今年最后一个机会了,anxiety
万一面试没过怎么办，这已经是今年最后一个机会了，好慌,anxiety
万一面试没过怎么办，这已经是今年最后一个机会了，急死了,anxiety
万一面试没过怎么办，这已经是今年最后一个机会了，焦虑到想哭,anxiety
万一面试没过怎么办，这已经是今年最后一个机会了，焦虑到死,anxiety
万一面试没过怎么办，这已经是今年最后一个机会了，焦虑到窒息,anxiety
万一面试没过怎么办，这已经是最后的机会了,anxiety
万一面试的时候说错话怎么办，这可是我努力了半年的唯一机会啊,anxiety
万一面试表现不好怎么办，这个机会对我真的很重要,anxiety
万岁太棒了,joy
万念俱寂。,sadness
万念俱灰,sadness
万念俱灰。,sadness
万物皆有时，该来的总会来，我只需要静静等待。,contentment
三年的感情说散就散，好难受,sadness
上午开了两个小时的会，下午还有一个文档要整理,neutral
上头了,joy
下三滥的烂货,anger
下个月房租又要涨，可我的工资一分没动，愁得我恨不得去路边抢银行,anxiety
下个月房租没着落愁死了,anxiety
下个月房租还没着落愁得头发白了,anxiety
下个月房租还没着落，愁得我整宿整宿睡不着，连做梦都在低三下四地给人跪下借钱，日子何时到头,anxiety
下个月房租还没着落，愁得我整宿整宿睡不着，连做梦都在低三下四找钱，这种日子何时到头,anxiety
下个月房租还没着落，愁得我整宿整宿睡不着，连做梦都在到处低三下四地借钱，这种日子什么时候到头,anxiety
下个月房租还没着落，愁得我整宿整宿睡不着，连做梦都在到处借钱,anxiety
下个月房租还没着落，愁得我整宿整宿睡不着，连做梦都在到处找钱，这种日子什么时候到头,anxiety
下个月房租还没着落，愁得我整宿整宿睡不着，连做梦都在到处找钱，这种日子什么时候是个头,anxiety
下个月房租还没着落，愁得整宿睡不着，连做梦都在低三下四找钱，日子何时到头,anxiety
下个月没钱交房租愁死了,anxiety
下个月的KPI要是再达不到，我就得卷铺盖走人了，愁得我整宿睡不着，连做梦都在求人开单,anxiety
下个月的房租到现在还没个准信，愁得我整宿整宿翻大烧饼，头发是一把一把地掉,anxiety
下个月的房租到现在还没着落，愁得我整宿整宿睡不着，头发大把掉,anxiety
下个月的房租到现在还没着落，愁得我整宿整宿翻大烧饼，连梦里都在到处找钱，太难了,anxiety
下个月的房租到现在还没着落，愁得我整宿整宿翻烧饼，头发大把掉,anxiety
下个月的房租还没着落愁得我头发都白了,anxiety
下个月的房租还没着落，公司却又传出要降薪的消息，愁得睡不着,anxiety
下个月的房租还没着落，愁得头发白,anxiety
下个月的房租还没着落，愁得我想撞墙,anxiety
下个月的房租还没着落，愁得我整宿整宿睡不着觉,anxiety
下个月的房租还没着落，愁得我整晚整晚睡不着,anxiety
下个月的房租还没着落，愁死我了,anxiety
下个月的房贷到现在还没着落，愁得我大把大把掉头发，天都要塌了,anxiety
下午开会,neutral
下午有会议,neutral
下午有汇报,neutral
下午的会议结束之前，我的腿抖了大概三十分钟,anxiety
下周一有个外部会议，地点在市中心,neutral
下周就要交初稿了，我一个字都没写，愁得想撞墙,anxiety
下周就要公开演讲了，我到现在还在手抖，万一到时候忘词了怎么办？,anxiety
下周就要公开演讲了，我到现在还在手抖，万一到时候忘词了怎么办？。,anxiety
下周就要出差了，我还没准备好,anxiety
下周就要去一个完全陌生、据说还特别排外的地方打短工，我心里慌得像没底的破桶,anxiety
下周就要去一个完全陌生、环境恶劣的地方出差，我还没准备好，心里慌得像没底洞,anxiety
下周就要去一个完全陌生的地方长期出差，我还没准备好，心里慌得不行,anxiety
下周就要去一个完全陌生的地方长期出差，我还没准备好，心里慌得要命,anxiety
下周就要去拿那个决定我这辈子是当人还是当狗的体检报告了，我怕得连写遗书的手都在抖,anxiety
